State,District,District code,Latitude,Longitude,Population,Housholds_with_Electric_Lighting,Households_with_Internet,Sex_Ratio,Litrecay_Ratio
Assam,Cachar,316,24.815570668693017,92.86849650455927,1736617,140205,5316,100.0,70.0
Assam,Karimganj,317,24.69660712250711,92.3679498575498,1228686,70951,1933,100.0,60.0
Assam,Hailakandi,318,24.457496089385486,92.59154664804475,659296,44143,1211,100.0,60.0
Assam,Bongaigaon,319,26.45012521994133,90.6734296187684,738804,49866,2523,100.0,60.0
Assam,Kamrup,321,26.170939452054807,91.58863273972592,1517542,122191,3109,90.0,70.0
Assam,Nalbari,323,26.46323767605632,91.40598521126763,771639,68313,1631,90.0,70.0
Assam,Darrang,325,26.58463215962442,92.04141338028155,928500,45444,1166,100.0,50.0
West Bengal,Darjiling,327,26.839619571045585,88.33145067024122,1846823,297176,10943,100.0,70.0
West Bengal,Jalpaiguri,328,26.62642031250004,89.04154375000003,3872846,382500,9322,100.0,60.0
West Bengal,Uttar Dinajpur,330,26.044619165196977,88.23595232216337,3007134,199307,2883,90.0,50.0
West Bengal,Dakshin Dinajpur,331,25.342094363021435,88.69821679819614,1676276,168069,2518,100.0,60.0
West Bengal,Maldah,332,25.08026802575105,88.17191684549356,3988845,297716,5357,90.0,50.0
West Bengal,Murshidabad,333,24.25950655391121,88.16816860465121,7103807,541169,7951,100.0,60.0
West Bengal,Birbhum,334,24.06389342723,87.65153089201888,3502404,333752,5210,100.0,60.0
West Bengal,Barddhaman,335,23.444453888888884,87.8150581111111,7717563,1049943,32323,90.0,70.0
West Bengal,Nadia,336,23.56410971055088,88.58293034547152,5167600,623729,12787,90.0,70.0
West Bengal,Hugli,338,22.87929264705881,88.00010264705891,5519145,965258,31725,100.0,70.0
West Bengal,Bankura,339,23.081280892857155,87.12640053571437,3596674,334670,4273,100.0,60.0
West Bengal,Puruliya,340,23.254192328767108,86.3968532876713,2930115,189889,3551,100.0,60.0
West Bengal,Haora,341,22.401674174428507,87.99421176968654,4850029,796953,30751,90.0,70.0
West Bengal,Kolkata,342,22.550581481481483,88.3527648148148,4496694,927602,136618,90.0,80.0
Jharkhand,Garhwa,346,24.082114689265527,83.68664265536722,1322784,29373,565,90.0,50.0
Jharkhand,Chatra,347,24.11619945750453,84.93295804701627,1042886,27037,590,100.0,50.0
Jharkhand,Giridih,349,24.30578509874329,86.08710915619386,2445474,125431,1944,90.0,50.0
Jharkhand,Deoghar,350,24.33070100755672,86.75697632241814,1492073,130193,1944,90.0,50.0
Jharkhand,Godda,351,24.8189,87.2941735483871,1313551,43230,874,90.0,50.0
Jharkhand,Sahibganj,352,24.93667989690721,87.68264097938142,1150567,34879,591,100.0,40.0
Jharkhand,Pakur,353,24.57260428082189,87.69691969178076,900422,31414,328,100.0,40.0
Jharkhand,Dhanbad,354,23.854509090909097,86.40372924901185,2684487,427173,11568,90.0,60.0
Jharkhand,Bokaro,355,23.6814965034965,85.98398374125864,2062330,274726,9754,90.0,60.0
Jharkhand,Lohardaga,356,23.488796043165483,84.6605169064748,461790,28769,351,100.0,60.0
Jharkhand,Palamu,358,24.196925968109337,84.20310842824594,1939869,68238,2155,90.0,50.0
Jharkhand,Latehar,359,23.72511185840708,84.48298743362837,726978,38194,340,100.0,50.0
Jharkhand,Dumka,362,24.275006125574265,87.27662450229711,1321442,62110,1193,100.0,50.0
Jharkhand,Jamtara,363,23.97873318077801,86.95325080091534,791042,49419,808,100.0,50.0
Jharkhand,Ranchi,364,23.184235061391547,85.31781937244203,2914253,350908,22538,90.0,70.0
Jharkhand,Gumla,366,23.078532948929148,84.55056787479396,1025213,31687,831,100.0,50.0
Jharkhand,Simdega,367,22.608760391198054,84.59193691931536,599578,16865,423,100.0,60.0
Orissa,Jharsuguda,371,21.827058566978184,83.93581682242987,579505,81433,2498,100.0,70.0
Orissa,Sambalpur,372,21.515752380952385,84.34958483245157,1041099,126498,5231,100.0,70.0
Orissa,Sundargarh,374,22.06354819277107,84.50524819277099,2093437,223537,12787,100.0,60.0
Orissa,Mayurbhanj,376,21.897621545157754,86.4030408052231,2519738,140189,2950,100.0,50.0
Orissa,Baleshwar,377,21.48570932311624,87.08085828011933,2320529,296834,7370,100.0,70.0
Orissa,Bhadrak,378,20.95262735257214,86.81496204516931,1506337,164636,2637,100.0,70.0
Orissa,Kendrapara,379,20.606319815982264,86.83763247572003,1440361,173107,1628,100.0,80.0
Orissa,Cuttack,381,20.407640646029623,85.7776810228802,2624470,349587,15046,90.0,80.0
Orissa,Dhenkanal,383,20.79887159353349,85.53226836027711,1192811,117172,1810,90.0,70.0
Orissa,Nayagarh,385,20.192895622119817,85.05614700460825,962789,124984,1163,90.0,70.0
Orissa,Khordha,386,20.054162322274863,85.52234834123229,2251673,349860,35701,90.0,80.0
Orissa,Puri,387,19.83509174603177,85.86698989898981,1698730,201605,3416,100.0,80.0
Orissa,Ganjam,388,19.2632617564534,84.80297710437702,3529031,405298,9049,100.0,60.0
Orissa,Gajapati,389,19.121080882352945,84.14015091911759,577817,63112,635,100.0,50.0
Orissa,Kandhamal,390,20.092878624813142,84.02216352765326,733110,28736,768,100.0,50.0
Orissa,Nuapada,394,20.471309512195116,82.59152536585364,610382,43976,757,100.0,50.0
Orissa,Kalahandi,395,19.784253092783523,83.1124043814433,1576869,91171,1953,100.0,50.0
Orissa,Rayagada,396,19.292840020060204,83.45860120361095,967911,61543,1553,110.00000000000001,40.0
Orissa,Koraput,398,18.82627794779476,82.81278469846964,1379647,85766,3988,100.0,40.0
Orissa,Malkangiri,399,18.25227930367506,81.98293636363628,613192,24604,448,100.0,40.0
Chhattisgarh,Koriya,400,23.50412776859501,82.12515636363635,658917,80023,1667,100.0,60.0
Chhattisgarh,Surguja,401,23.32719278728607,83.23582493887531,2359886,253131,2737,100.0,50.0
Chhattisgarh,Jashpur,402,22.77286167664669,83.8703962075848,851669,76783,567,100.0,60.0
Chhattisgarh,Raigarh,403,22.008265068493166,83.27797698630134,1493984,297308,3342,100.0,60.0
Maharashtra,Raigarh,403,18.453257637845976,73.0090609418579,1493984,297308,3342,100.0,60.0
Chhattisgarh,Raigarh,520,22.008265068493166,83.27797698630134,2634200,547206,38570,100.0,70.0
Maharashtra,Raigarh,520,18.453257637845976,73.0090609418579,2634200,547206,38570,100.0,70.0
Chhattisgarh,Korba,404,22.491712499999995,82.57604326923074,1206640,202380,4544,100.0,60.0
Chhattisgarh,Durg,409,21.194463849287164,81.33181639511197,3343872,614109,16141,100.0,70.0
Chhattisgarh,Raipur,410,20.88603153846152,82.20032759615388,4063872,728556,20261,100.0,60.0
Chhattisgarh,Mahasamund,411,21.223727037773354,82.65925427435384,1032754,212487,961,100.0,60.0
Chhattisgarh,Dhamtari,412,20.554912627291245,81.7569195519348,799781,148926,1016,100.0,70.0
Chhattisgarh,Bastar,414,19.393866751269048,81.52895126903546,1413199,157646,1782,100.0,50.0
Karnataka,Bijapur,417,16.84015316666667,75.95909166666665,255230,12516,117,100.0,30.0
Karnataka,Bijapur,557,16.84015316666667,75.95909166666665,2177331,326594,4987,100.0,60.0
Madhya Pradesh,Sheopur,418,25.78014810996563,77.16911116838484,687861,74770,273,90.0,50.0
Madhya Pradesh,Morena,419,26.37313504531724,77.88447341389724,1965970,131486,1781,80.0,60.0
Madhya Pradesh,Bhind,420,26.35951126187245,78.7618324287653,1703005,107819,1166,80.0,60.0
Madhya Pradesh,Gwalior,421,26.04074441964285,78.12782433035713,2032036,306859,15779,90.0,70.0
Madhya Pradesh,Datia,422,25.90226439560441,78.63916571428574,786754,97696,616,90.0,60.0
Madhya Pradesh,Shivpuri,423,25.37802451874367,77.74861600810549,1726050,148128,1852,90.0,50.0
Madhya Pradesh,Tikamgarh,424,25.14099852104666,78.89357064846428,1445166,132725,1090,90.0,50.0
Madhya Pradesh,Chhatarpur,425,24.813637376460004,79.56449299191374,1762375,176056,1880,90.0,50.0
Madhya Pradesh,Panna,426,24.451325840092657,80.21133001158752,1016520,76097,653,90.0,50.0
Madhya Pradesh,Sagar,427,23.800318709677374,78.71940357771273,2378458,366494,4546,90.0,60.0
Madhya Pradesh,Damoh,428,23.76624407960196,79.47049303482588,1264219,187731,1432,90.0,60.0
Madhya Pradesh,Satna,429,24.62777621776502,80.75547048710598,2228935,294702,3754,90.0,60.0
Madhya Pradesh,Rewa,430,24.861184625158856,81.57572465057183,2365106,251132,3406,90.0,60.0
Madhya Pradesh,Umaria,431,23.59601063063061,80.90879477477475,644758,67975,839,90.0,60.0
Madhya Pradesh,Neemuch,432,24.70311893333336,75.06608186666664,826067,145258,1945,100.0,60.0
Madhya Pradesh,Mandsaur,433,24.19278764044944,75.43588667736759,1340411,239885,2324,100.0,60.0
Madhya Pradesh,Ratlam,434,23.503562290502792,75.14895782122909,1455069,213825,3644,100.0,60.0
Madhya Pradesh,Ujjain,435,23.319288862745065,75.80383717647058,1986864,323379,7501,100.0,60.0
Madhya Pradesh,Shajapur,436,23.566620317220547,76.33555181268885,1512681,232735,1382,90.0,60.0
Madhya Pradesh,Dewas,437,22.7851110021322,76.46088805970157,1563715,270457,3518,90.0,60.0
Madhya Pradesh,Dhar,438,22.572681718963157,75.1105620736698,2185793,349639,2388,100.0,50.0
Madhya Pradesh,Indore,439,22.680265752128648,75.9133801324502,3276697,593576,48691,90.0,70.0
Madhya Pradesh,Barwani,441,21.702135714285724,74.91004719710673,1385881,181139,1158,100.0,40.0
Madhya Pradesh,Rajgarh,442,23.785499026425583,76.66431223922116,1545814,231130,1611,100.0,50.0
Madhya Pradesh,Vidisha,443,23.82838307984792,77.9013507604563,1458875,181510,1926,90.0,60.0
Madhya Pradesh,Bhopal,444,23.480726143790854,77.39246623093679,2371061,452912,40788,90.0,70.0
Madhya Pradesh,Sehore,445,22.9297199679658,77.06780202883085,1311332,212138,1566,90.0,60.0
Madhya Pradesh,Raisen,446,23.292518206521724,78.16305495923909,1331597,194373,1141,90.0,60.0
Madhya Pradesh,Betul,447,21.964626315789477,77.7873428189117,1575362,230974,2109,100.0,60.0
Madhya Pradesh,Harda,448,22.227659781121783,77.07022571819435,570465,95066,986,90.0,60.0
Madhya Pradesh,Hoshangabad,449,22.595268801996703,78.02168094841929,1241350,198076,2871,90.0,70.0
Madhya Pradesh,Katni,450,23.724416229116937,80.33819665871127,1292042,172416,2179,100.0,60.0
Madhya Pradesh,Jabalpur,451,23.18525572327043,79.98328754716981,2463289,452023,20443,90.0,70.0
Madhya Pradesh,Dindori,453,22.83738437047757,81.04332966714911,704524,62372,554,100.0,50.0
Madhya Pradesh,Mandla,454,22.70348712446353,80.38600543633753,1054905,143803,912,100.0,60.0
Madhya Pradesh,Chhindwara,455,22.227966971713823,78.76413136439254,2090922,344875,3588,100.0,60.0
Madhya Pradesh,Seoni,456,22.33230487804874,79.66053863928111,1379131,228695,1182,100.0,60.0
Madhya Pradesh,Balaghat,457,21.80020720640569,80.42170053380796,1701698,277927,1712,100.0,70.0
Madhya Pradesh,Guna,458,24.49043927178156,77.2235895968791,1241519,144248,2482,90.0,50.0
Madhya Pradesh,Ashoknagar,459,24.63098846153845,77.82974493927134,845071,84720,619,90.0,60.0
Madhya Pradesh,Shahdol,460,23.44859864559819,81.4596831828442,1066063,113184,1733,100.0,60.0
Madhya Pradesh,Anuppur,461,23.18184220430107,81.86560000000007,749237,81338,1290,100.0,60.0
Madhya Pradesh,Sidhi,462,24.17547189952905,82.1053783359498,1127033,102228,837,100.0,50.0
Madhya Pradesh,Jhabua,464,22.419578015397768,74.40921616766468,1025048,125411,744,100.0,30.0
Madhya Pradesh,Burhanpur,467,21.364567254408065,76.24460478589425,757847,112420,986,100.0,50.0
Gujarat,Kachchh,468,23.48057203301311,68.82192301497916,2092371,403294,9631,90.0,60.0
Gujarat,Banas Kantha,469,24.258538965517253,71.93205252873561,3120506,396873,3424,90.0,50.0
Gujarat,Patan,470,23.80634198473284,71.75162977099237,1343734,223424,2231,90.0,60.0
Gujarat,Mahesana,471,23.529355452865065,72.45545194085031,2035064,385609,7759,90.0,70.0
Gujarat,Sabar Kantha,472,23.71803594548552,73.13638790459964,2428589,438606,5262,100.0,70.0
Gujarat,Gandhinagar,473,23.193679790026252,72.67221679790026,1391753,262539,12107,90.0,70.0
Gujarat,Ahmadabad,474,22.605425564971743,72.23898135593227,7214225,1456046,126341,90.0,80.0
Gujarat,Surendranagar,475,22.82672007299272,71.48358740875906,1756268,302068,2975,90.0,60.0
Gujarat,Rajkot,476,22.40603377715488,70.83679439383323,3804558,747352,21785,90.0,70.0
Gujarat,Jamnagar,477,22.410600414263328,69.62062005768233,2160119,386538,11573,90.0,60.0
Gujarat,Porbandar,478,21.55092351651571,69.71896987722886,585449,117040,1653,100.0,70.0
Daman and Diu,Junagadh,479,20.72568199498111,70.83985639899612,2743082,498326,6628,100.0,70.0
Gujarat,Junagadh,479,20.929523011609785,70.54733890140345,2743082,498326,6628,100.0,70.0
Gujarat,Amreli,480,21.04832649310872,71.43457637825426,1514190,273331,2538,100.0,70.0
Gujarat,Bhavnagar,481,21.70219390341736,72.16272632761141,2880365,500757,7297,90.0,70.0
Gujarat,Anand,482,22.282718206229863,72.57782051557454,2092745,378310,9902,90.0,70.0
Gujarat,Kheda,483,22.88765312500002,73.018803515625,2299885,372226,5710,90.0,70.0
Gujarat,Panch Mahals,484,22.80435606837605,73.61984598290586,2390776,398937,3456,90.0,60.0
Gujarat,Vadodara,486,22.26133739279589,73.49433010291594,4165626,798277,53606,90.0,70.0
Gujarat,Narmada,487,21.70666386292833,73.68403208722742,590297,101940,576,100.0,60.0
Gujarat,Bharuch,488,21.75787276237761,72.67326346710801,1551019,309091,10257,90.0,70.0
Gujarat,The Dangs,489,20.801633877551023,73.6883518367347,228291,29794,137,100.0,60.0
Gujarat,Navsari,490,20.866973318871995,72.86184869848157,1329672,267679,6726,100.0,80.0
Gujarat,Valsad,491,20.44238231644259,72.9148584798345,1705678,329218,11020,90.0,70.0
Gujarat,Surat,492,21.25761372772093,72.93488716344339,6081322,1252452,55694,80.0,80.0
Daman and Diu,Daman,495,20.431616666666677,72.8392366071429,191173,49249,1316,50.0,80.0
Maharashtra,Nandurbar,497,21.523175625248147,74.32638757443429,1648295,186202,2579,100.0,50.0
Maharashtra,Dhule,498,21.274018690400517,74.58719071837263,2050862,315332,6065,90.0,60.0
Maharashtra,Jalgaon,499,20.8828943415638,75.55140421810695,4229917,720791,14297,90.0,70.0
Maharashtra,Buldana,500,20.56680611183355,76.39017880364096,2586258,423036,4767,90.0,70.0
Maharashtra,Akola,501,20.746310479041902,77.12122320359276,1813906,314490,6163,90.0,80.0
Maharashtra,Washim,502,20.282282394366213,77.25502394366208,1197160,196022,1875,90.0,70.0
Maharashtra,Amravati,503,21.16520991810736,77.67583503184723,2888445,512492,9438,100.0,80.0
Maharashtra,Wardha,504,20.80743024390242,78.57259105691062,1300774,266155,4313,90.0,80.0
Maharashtra,Nagpur,505,21.196556862745105,79.02166176470584,4653570,917626,57964,100.0,80.0
Maharashtra,Bhandara,506,21.211792649727748,80.10950199637024,1200334,227025,2932,100.0,70.0
Maharashtra,Gondiya,507,21.225008411214997,80.17522698598128,1322507,239981,2866,100.0,80.0
Maharashtra,Chandrapur,509,20.095609090909075,79.31556380471388,2204307,418666,8239,100.0,70.0
Maharashtra,Yavatmal,510,20.04258346738159,78.05326371760479,2772348,446516,6094,100.0,70.0
Maharashtra,Nanded,511,19.209316983017,77.6829048951049,3361292,488748,7548,90.0,70.0
Maharashtra,Hingoli,512,19.59525302245251,77.09239412780653,1177345,159114,1221,90.0,70.0
Maharashtra,Parbhani,513,19.31032425249168,76.70163338870431,1836086,272486,3982,90.0,60.0
Maharashtra,Jalna,514,19.984612534818933,75.98473607242339,1959046,288895,3791,90.0,60.0
Maharashtra,Nashik,516,20.266912871287143,74.03824168316828,6107187,904710,45039,90.0,70.0
Maharashtra,Thane,517,19.698767747440264,72.79882742564581,11060148,2231800,256170,90.0,70.0
Maharashtra,Pune,521,18.51696171428573,74.12922881632647,9429408,1925019,235018,90.0,80.0
Maharashtra,Bid,523,18.952353340080982,75.69319706477731,2585049,402052,5614,90.0,70.0
Maharashtra,Latur,524,18.348687268993856,76.75812607802874,2454196,381722,6217,90.0,70.0
Maharashtra,Osmanabad,525,18.19459456066944,75.99495575313809,1657576,240042,3209,90.0,70.0
Maharashtra,Solapur,526,17.837357937584812,75.42394823609216,4317756,595560,15145,90.0,70.0
Maharashtra,Satara,527,17.6737908974359,74.18052064102558,3003741,562653,14093,100.0,70.0
Maharashtra,Ratnagiri,528,17.210195070127703,73.25725893866404,1615069,367352,7752,110.00000000000001,70.0
Maharashtra,Sindhudurg,529,16.170948049777163,73.51329008172343,849651,194228,3517,100.0,80.0
Maharashtra,Kolhapur,530,16.44881301587301,74.12897150793648,3876001,770005,22269,100.0,70.0
Maharashtra,Sangli,531,17.154930181086502,74.70713822937628,2822143,485126,13212,100.0,70.0
Andhra Pradesh,Adilabad,532,19.284513950073435,78.81321233480176,2741239,566108,5512,100.0,50.0
Andhra Pradesh,Nizamabad,533,18.429485849056604,78.07523490566035,2551335,545913,5261,100.0,50.0
Andhra Pradesh,Karimnagar,534,18.515483193277312,79.43765428571413,3776269,926768,8831,100.0,60.0
Andhra Pradesh,Medak,535,17.889304978038055,78.13778901903379,3033288,604719,8635,100.0,50.0
Andhra Pradesh,Hyderabad,536,17.38971555555556,78.46668888888888,3943323,869721,149034,100.0,70.0
Andhra Pradesh,Mahbubnagar,538,16.639546224256293,77.98933089244859,4053028,757821,6153,100.0,50.0
Andhra Pradesh,Nalgonda,539,17.113250515463907,79.16984453608244,3488809,789225,7715,100.0,60.0
Andhra Pradesh,Warangal,540,18.01752608695651,79.87422028985509,3512576,828077,12952,100.0,60.0
Andhra Pradesh,Khammam,541,17.683921325051784,80.67008643892335,2797370,668519,8628,100.0,60.0
Andhra Pradesh,Srikakulam,542,18.570900998697432,84.25874814010675,2703114,615432,3988,100.0,60.0
Andhra Pradesh,Vizianagaram,543,18.28329696032972,83.45982854198873,2344474,527736,4453,100.0,50.0
Andhra Pradesh,East Godavari,545,16.782718320784902,82.2432074720511,5154296,1297273,22411,100.0,60.0
Andhra Pradesh,West Godavari,546,16.63297943925236,81.45912990654196,3936966,1017568,12050,100.0,70.0
Andhra Pradesh,Krishna,547,16.143872753151673,81.14805061000413,4517398,1163932,30438,100.0,70.0
Andhra Pradesh,Guntur,548,15.884925767634847,80.58657614107885,4887813,1186028,19383,100.0,60.0
Andhra Pradesh,Prakasam,549,15.489039001601704,80.11665790176184,3397448,763746,6151,100.0,60.0
Andhra Pradesh,Kurnool,552,15.43759715142429,77.90086836581717,4053463,816721,10081,100.0,50.0
Andhra Pradesh,Anantapur,553,14.312065561843148,77.4601584478577,4081148,897970,8606,100.0,60.0
Andhra Pradesh,Chittoor,554,13.33109263067696,78.92763898886037,4174064,944555,13763,100.0,60.0
Karnataka,Belgaum,555,16.16107219152853,74.72329042357275,4779661,808827,17560,100.0,60.0
Karnataka,Bagalkot,556,16.15860676328503,75.64526070853468,1889752,301389,3745,100.0,60.0
Karnataka,Bidar,558,17.950361730769224,77.19459961538459,1703300,271439,3971,100.0,60.0
Karnataka,Raichur,559,16.050795353982295,76.87368606194688,1928812,314547,5200,100.0,50.0
Karnataka,Koppal,560,15.651253271028034,76.1617048598131,1389920,223166,2135,100.0,60.0
Karnataka,Gadag,561,15.507128256880746,75.64861302752298,1064570,198064,3373,100.0,70.0
Karnataka,Dharwad,562,15.343831376975173,75.13831264108359,1847023,347962,15013,100.0,70.0
Karnataka,Haveri,564,14.737582809224318,75.3961230607966,1597668,295937,2456,100.0,70.0
Karnataka,Bellary,565,15.074377548209377,76.47228471074374,2452595,440374,9626,100.0,60.0
Karnataka,Chitradurga,566,14.29102220394736,76.57821957236843,1659456,307257,5711,100.0,70.0
Karnataka,Davanagere,567,14.330414586709884,75.91723841166937,1945497,372671,7320,100.0,70.0
Karnataka,Shimoga,568,14.063845885634592,75.17882078103197,1752753,363835,8791,100.0,70.0
Karnataka,Udupi,569,13.450404228534568,74.72009990316337,1177361,224814,9070,110.00000000000001,80.0
Karnataka,Chikmagalur,570,13.425288289676422,75.67626502311249,1137961,238505,4510,100.0,70.0
Karnataka,Tumkur,571,13.592467760074973,77.02297966260545,2678980,562769,7971,100.0,70.0
Karnataka,Mandya,573,12.574901806239744,76.81570098522172,1805769,391033,3367,100.0,60.0
Karnataka,Hassan,574,12.945098749999998,76.11049549999997,1776421,400702,4851,100.0,70.0
Karnataka,Kodagu,576,12.39684468085106,75.79336595744688,554519,113931,3308,100.0,70.0
Karnataka,Mysore,577,12.248100259403367,76.52881802853437,3001127,640868,28397,100.0,70.0
Karnataka,Gulbarga,579,17.070459515951594,76.87503850385033,2566326,404767,9752,100.0,60.0
Karnataka,Kolar,581,13.312799881235172,78.01376947743476,1536401,309494,5051,100.0,70.0
Karnataka,Bangalore Rural,583,12.936827087794448,77.47369314775169,990923,214253,3729,90.0,70.0
Goa,North Goa,585,15.548723418714054,73.80667997909038,818008,173951,23440,100.0,80.0
Goa,South Goa,586,15.195278658183785,73.941792596877,640537,138810,17624,100.0,80.0
Kerala,Kasaragod,588,12.33310309912974,75.07768497134369,1307375,237670,10378,110.00000000000001,80.0
Kerala,Kannur,589,11.941523076923056,75.35209891725934,2523003,511167,32653,110.00000000000001,80.0
Kerala,Wayanad,590,11.715277464788736,76.07587007042254,817420,149864,4712,100.0,80.0
Kerala,Kozhikode,591,11.392924270557026,75.71158720159153,3086293,641660,36791,110.00000000000001,80.0
Kerala,Malappuram,592,10.97329875666072,75.93910775606876,4112920,730119,27909,110.00000000000001,80.0
Kerala,Palakkad,593,10.784926903553291,76.49980490693744,2809934,587583,27162,110.00000000000001,80.0
Kerala,Thrissur,594,10.458932647907687,76.12321940836945,3121200,721625,56148,110.00000000000001,90.0
Kerala,Ernakulam,595,10.004879301987431,76.26957729035381,3282388,771287,88737,100.0,90.0
Kerala,Idukki,596,9.80480963855423,77.04586641566264,1108974,244844,8250,100.0,80.0
Kerala,Kottayam,597,9.643701174068417,76.46059673302705,1974551,464039,37849,100.0,90.0
Kerala,Alappuzha,598,9.542602965599087,76.38010796263319,2127789,507913,28842,110.00000000000001,90.0
Kerala,Kollam,600,8.929388820570157,76.6360775852431,2635375,630767,31542,110.00000000000001,90.0
Kerala,Thiruvananthapuram,601,8.537101759082221,76.88711502868073,3301427,783872,71621,110.00000000000001,80.0
Tamil Nadu,Thiruvallur,602,13.275858101752885,80.19724702864492,3728104,909400,75634,100.0,70.0
Tamil Nadu,Chennai,603,13.058098905608748,80.28139151846806,4646732,1096334,217368,100.0,80.0
Tamil Nadu,Kancheepuram,604,12.496424756511884,80.08820360135913,3998252,961161,100322,100.0,80.0
Tamil Nadu,Vellore,605,12.784882632293078,79.02643283582084,3936331,865913,20623,100.0,70.0
Tamil Nadu,Tiruvannamalai,606,12.419318947368414,79.23265631578953,2464875,549077,6445,100.0,70.0
Tamil Nadu,Salem,608,11.629324202127655,78.2478257978723,3482056,835377,20660,100.0,70.0
Tamil Nadu,Namakkal,609,11.33766638477801,78.14624841437633,1726601,441044,8960,100.0,70.0
Tamil Nadu,Erode,610,11.267012155963302,77.42034334862392,2251744,595211,18604,100.0,70.0
Tamil Nadu,Dindigul,612,10.377801390820574,77.78011279554937,2159775,500057,9155,100.0,70.0
Tamil Nadu,Karur,613,10.79532776617955,78.08749686847604,1064493,264949,4915,100.0,70.0
Tamil Nadu,Perambalur,615,11.260137758112096,78.86034011799416,565223,135751,1507,100.0,70.0
Tamil Nadu,Ariyalur,616,11.190514836795256,79.22249643916912,754894,177502,1749,100.0,60.0
Tamil Nadu,Cuddalore,617,11.57587300613498,79.63002365371497,2605914,598412,15396,100.0,70.0
Tamil Nadu,Nagapattinam,618,10.789468161718286,79.79437299431483,1616450,381940,5585,100.0,80.0
Tamil Nadu,Thiruvarur,619,10.368927409395978,79.60322893959727,1264277,303114,4416,100.0,70.0
Tamil Nadu,Thanjavur,620,10.387692255892237,79.3194869107745,2405890,555582,13495,100.0,70.0
Tamil Nadu,Pudukkottai,621,10.130514816433578,79.05444484265728,1618345,354493,4494,100.0,70.0
Tamil Nadu,Sivaganga,622,9.960306580645158,78.56535729032255,1339101,314270,5773,100.0,70.0
Tamil Nadu,Madurai,623,9.904313833333331,78.01366033333332,3038252,754141,34097,100.0,70.0
Tamil Nadu,Theni,624,9.924066666666668,77.43458833333332,1245899,312310,4667,100.0,70.0
Tamil Nadu,Virudhunagar,625,9.468872195892564,77.87641469194315,1942288,505950,10219,100.0,70.0
Tamil Nadu,Ramanathapuram,626,9.31286995153476,78.99185362412462,1353445,291400,5172,100.0,70.0
Tamil Nadu,Kanniyakumari,629,8.183466300191206,77.32053064053538,1870374,465692,15673,100.0,80.0
Tamil Nadu,Dharmapuri,630,12.300141200000006,78.11509813333339,1506843,337972,3651,90.0,60.0
Tamil Nadu,Coimbatore,632,10.871376995940452,77.07619012178621,3458045,896325,63273,100.0,80.0
Puducherry,Yanam,634,16.707695652173904,82.26187304347832,55626,12859,207,100.0,70.0
Puducherry,Mahe,636,12.006420793787758,75.28275021570326,41816,7150,574,120.0,90.0
Puducherry,Karaikal,637,10.876161726078813,79.82369793621002,200222,47880,1868,100.0,80.0
